person_id,service_number,name_enc,password_hash,rank,unit_id,pseudonymous_id,active,created_at
a7ed9def-3d24-450a-82b5-e206963cb5ba,SN-100011,,"$argon2id$v=19$m=65536,t=3,p=4$syntheticHashPlaceholder",WO2,c8f037c5-9cea-4c27-8611-db7d8696d873,a2a12189-ff88-4e74-b0fa-debe93d6b1be,True,2025-07-05
5ed281b6-5c28-4eb1-ab5c-10c92dc61c34,SN-100012,,"$argon2id$v=19$m=65536,t=3,p=4$syntheticHashPlaceholder",Pte,ed82aaa1-b6c5-42fa-976e-527762feba75,738d5915-4233-4d01-a945-cbeabf75cd21,True,2025-07-05
4d585e47-c381-4ec4-9bb9-7a661c9cf2cf,SN-100013,,"$argon2id$v=19$m=65536,t=3,p=4$syntheticHashPlaceholder",Maj,39e58163-2426-40dd-a849-5519bdefffd6,776de020-0fd7-491a-8f35-c0dc5f24cc27,True,2025-07-05
aeae88e1-3849-4fc6-affc-6249ecfb5b6f,SN-100014,,"$argon2id$v=19$m=65536,t=3,p=4$syntheticHashPlaceholder",Lt,59e4e451-5a8c-458e-a183-0af1ac2c057d,70951eb3-027c-4216-abb2-4e4b5e030d7c,True,2025-07-05
71cd99f6-cbfd-41e5-91d2-98d66180f279,SN-100015,,"$argon2id$v=19$m=65536,t=3,p=4$syntheticHashPlaceholder",SSgt,59e4e451-5a8c-458e-a183-0af1ac2c057d,1fcad298-5dca-4a2a-844e-5ef6a36cd8eb,True,2025-07-05
afbf3aaf-5762-4bf2-89ca-420d9ed5240a,SN-100016,,"$argon2id$v=19$m=65536,t=3,p=4$syntheticHashPlaceholder",Capt,59e4e451-5a8c-458e-a183-0af1ac2c057d,6a0afa9d-a509-4d89-97d6-03729267f700,True,2025-07-05
f2b8ae1a-50b0-46e8-a48b-1b4df75b770a,SN-100017,,"$argon2id$v=19$m=65536,t=3,p=4$syntheticHashPlaceholder",Pte,c8f037c5-9cea-4c27-8611-db7d8696d873,2a3662bb-3e9c-4059-96ed-a6fc60917de7,True,2025-07-05
59aeb6de-3d6e-44fa-8425-683dd7d991a9,SN-100018,,"$argon2id$v=19$m=65536,t=3,p=4$syntheticHashPlaceholder",SSgt,39e58163-2426-40dd-a849-5519bdefffd6,b77fed40-a71b-4bd4-a0e8-a1e0a9fb64f8,True,2025-07-05
2ffae6b8-d8b4-42b9-b66a-d7b90f9fb8d7,SN-100019,,"$argon2id$v=19$m=65536,t=3,p=4$syntheticHashPlaceholder",WO1,ec2bab09-5921-4e4f-889e-ae2dd031d1bb,5e36a977-0648-4d11-a959-05b1cf4a3414,True,2025-07-05
5c000094-ff1e-414c-8582-2b76c494a192,SN-100020,,"$argon2id$v=19$m=65536,t=3,p=4$syntheticHashPlaceholder",Capt,ec2bab09-5921-4e4f-889e-ae2dd031d1bb,ffdd5e3c-2213-45d8-92a2-b1ab959c2633,True,2025-07-05
7a849e13-2e0e-4523-a1f5-1e6c09ea2d30,SN-100021,,"$argon2id$v=19$m=65536,t=3,p=4$syntheticHashPlaceholder",WO1,78c97399-a1cc-41aa-befa-be08dfbf02c5,4d35925f-dc08-4701-9635-b21566f083c8,True,2025-07-05
ba7f4e45-ed23-4323-8caa-bcee9a8bc4ac,SN-100022,,"$argon2id$v=19$m=65536,t=3,p=4$syntheticHashPlaceholder",WO2,39e58163-2426-40dd-a849-5519bdefffd6,1ccca2ef-bafe-4608-8c90-ca915483641f,True,2025-07-05
a36a4cfe-8329-4bd9-93e1-5967663a8019,SN-100023,,"$argon2id$v=19$m=65536,t=3,p=4$syntheticHashPlaceholder",SSgt,ec2bab09-5921-4e4f-889e-ae2dd031d1bb,4d50a6b5-8fdd-4d91-add7-70f9fca5875e,True,2025-07-05
d921516e-03f2-4b69-9aad-a0df9b5a8a42,SN-100024,,"$argon2id$v=19$m=65536,t=3,p=4$syntheticHashPlaceholder",Cpl,ec2bab09-5921-4e4f-889e-ae2dd031d1bb,814bcd5d-6c43-4c9e-be13-506c8e025f59,True,2025-07-05
d2e82d8c-d682-40dc-9bf7-a1984b109416,SN-100025,,"$argon2id$v=19$m=65536,t=3,p=4$syntheticHashPlaceholder",Pte,ed82aaa1-b6c5-42fa-976e-527762feba75,dd50c927-6b25-4050-8d45-09d30fe5e2f2,True,2025-07-05
04293ef4-c1d0-4b80-a43c-7bc566275230,SN-100026,,"$argon2id$v=19$m=65536,t=3,p=4$syntheticHashPlaceholder",Sgt,c8f037c5-9cea-4c27-8611-db7d8696d873,4ab96b1e-eca6-4582-a326-96eaae1536b8,True,2025-07-05
6a957d4c-9bff-4a75-be4b-6ca3a411b550,SN-100027,,"$argon2id$v=19$m=65536,t=3,p=4$syntheticHashPlaceholder",Capt,ed82aaa1-b6c5-42fa-976e-527762feba75,64f05c24-9d94-4d30-b122-d3dc7b06d08c,True,2025-07-05
ee3b0eb6-3f7c-4172-81e0-18f93b229931,SN-100028,,"$argon2id$v=19$m=65536,t=3,p=4$syntheticHashPlaceholder",Pte,ec2bab09-5921-4e4f-889e-ae2dd031d1bb,82a6e6d7-17fd-44a6-abbf-aeafb4449710,True,2025-07-05
51618e42-c4a0-4f66-a8df-b56dbf0f9e4c,SN-100029,,"$argon2id$v=19$m=65536,t=3,p=4$syntheticHashPlaceholder",WO1,c8f037c5-9cea-4c27-8611-db7d8696d873,2d66e083-3c9f-46b2-bba4-c90b6e25ff69,True,2025-07-05
35cb48cb-1187-4d66-a218-f77613e63f1a,SN-100030,,"$argon2id$v=19$m=65536,t=3,p=4$syntheticHashPlaceholder",Capt,ed82aaa1-b6c5-42fa-976e-527762feba75,dbe21ba4-04ee-4691-bc23-2819ce740b9d,True,2025-07-05
3a7d673b-a591-44ec-aaf4-6be454be0927,SN-100031,,"$argon2id$v=19$m=65536,t=3,p=4$syntheticHashPlaceholder",Capt,c8f037c5-9cea-4c27-8611-db7d8696d873,16feb681-c445-4288-b994-d95d814f7b25,True,2025-07-05
54c72902-6172-49ec-92bd-87b49b337d01,SN-100032,,"$argon2id$v=19$m=65536,t=3,p=4$syntheticHashPlaceholder",Lt,39e58163-2426-40dd-a849-5519bdefffd6,c39fb669-dddb-460e-bc62-875415402c11,True,2025-07-05
f34fbcd3-db4e-4495-9b88-2b67fd175e11,SN-100033,,"$argon2id$v=19$m=65536,t=3,p=4$syntheticHashPlaceholder",Sgt,78c97399-a1cc-41aa-befa-be08dfbf02c5,ee2aa31c-3546-4f76-a06c-68900beffd68,True,2025-07-05
ba61d71d-3c65-4746-8713-f4c0149aec05,SN-100034,,"$argon2id$v=19$m=65536,t=3,p=4$syntheticHashPlaceholder",Maj,39e58163-2426-40dd-a849-5519bdefffd6,20d8aaf0-5b95-4804-8c75-9a93518ca3ec,True,2025-07-05
731dc842-094a-4a53-aa22-b1b78224a515,SN-100035,,"$argon2id$v=19$m=65536,t=3,p=4$syntheticHashPlaceholder",WO1,39e58163-2426-40dd-a849-5519bdefffd6,eb8f4698-d0ac-481a-9824-3996cd99e595,True,2025-07-05
2d45f1db-0cf3-4c52-8947-0a1da882f5a5,SN-100036,,"$argon2id$v=19$m=65536,t=3,p=4$syntheticHashPlaceholder",Pte,59e4e451-5a8c-458e-a183-0af1ac2c057d,9f2888f9-c444-4ed7-8d3c-4f754ac00b01,True,2025-07-05
e175789c-afec-466b-a0a8-5b08e591c7ea,SN-100037,,"$argon2id$v=19$m=65536,t=3,p=4$syntheticHashPlaceholder",Cpl,39e58163-2426-40dd-a849-5519bdefffd6,fbad27f5-5c0f-4828-8e5b-d93830474787,True,2025-07-05
ab05f635-d79c-4145-a9ba-ca07d0b5ec21,SN-100038,,"$argon2id$v=19$m=65536,t=3,p=4$syntheticHashPlaceholder",WO2,c8f037c5-9cea-4c27-8611-db7d8696d873,70641daa-5086-4b41-a8cb-157cf104dd4a,True,2025-07-05
7c986119-9009-4449-a3ef-f8ad4aeffdbd,SN-100039,,"$argon2id$v=19$m=65536,t=3,p=4$syntheticHashPlaceholder",Pte,78c97399-a1cc-41aa-befa-be08dfbf02c5,070ad95e-29db-45b2-979a-1b845c3baba2,True,2025-07-05
85a9d8f8-625c-4746-922c-4914f99cdfac,SN-100040,,"$argon2id$v=19$m=65536,t=3,p=4$syntheticHashPlaceholder",Cpl,ec2bab09-5921-4e4f-889e-ae2dd031d1bb,fe24136f-9985-4b90-899d-73513a5de4a9,True,2025-07-05
3e7d644b-ba8a-4ce1-a62a-c11deb0dc220,SN-100041,,"$argon2id$v=19$m=65536,t=3,p=4$syntheticHashPlaceholder",Capt,39e58163-2426-40dd-a849-5519bdefffd6,77437ffd-ca89-452c-8b2a-72e6b2edd2f8,True,2025-07-05
cc5980fa-20bd-40b0-9761-04de8ef8ad36,SN-100042,,"$argon2id$v=19$m=65536,t=3,p=4$syntheticHashPlaceholder",LCpl,ec2bab09-5921-4e4f-889e-ae2dd031d1bb,d6fb430f-d101-4dc7-bd94-a22e3f26658a,True,2025-07-05
fcc10652-5452-44fb-a134-9b21de546efd,SN-100043,,"$argon2id$v=19$m=65536,t=3,p=4$syntheticHashPlaceholder",Lt,ec2bab09-5921-4e4f-889e-ae2dd031d1bb,7add9c6d-c8f7-414b-a5f2-959e72f6c1e5,True,2025-07-05
d972e185-5a47-4a08-973f-1b66bd809342,SN-100044,,"$argon2id$v=19$m=65536,t=3,p=4$syntheticHashPlaceholder",SSgt,c8f037c5-9cea-4c27-8611-db7d8696d873,d2fe3180-36cd-423d-8a3b-a9008080782e,True,2025-07-05
dc31d954-c08b-402c-aaac-29f382fe94a2,SN-100045,,"$argon2id$v=19$m=65536,t=3,p=4$syntheticHashPlaceholder",LCpl,c8f037c5-9cea-4c27-8611-db7d8696d873,e8d45d93-84e1-47f1-be6e-3c5a89051023,True,2025-07-05
60a1ae95-758b-406b-9e0e-c03ff7c138b2,SN-100046,,"$argon2id$v=19$m=65536,t=3,p=4$syntheticHashPlaceholder",Cpl,ec2bab09-5921-4e4f-889e-ae2dd031d1bb,1338d9f8-e125-460c-a7b7-b13d6ebe7b67,True,2025-07-05
a6b25b1c-81b3-45a1-bb3f-2653a195ebf1,SN-100047,,"$argon2id$v=19$m=65536,t=3,p=4$syntheticHashPlaceholder",Cpl,39e58163-2426-40dd-a849-5519bdefffd6,8959e852-9786-4c00-888c-84ec0d572e4b,True,2025-07-05
b2ab8883-123d-4799-8159-66d3ed3dd597,SN-100048,,"$argon2id$v=19$m=65536,t=3,p=4$syntheticHashPlaceholder",Cpl,39e58163-2426-40dd-a849-5519bdefffd6,b760a549-d885-482f-bec0-6635165190d9,True,2025-07-05
83748fc3-b097-49b2-8ddf-70df4922faf1,SN-100049,,"$argon2id$v=19$m=65536,t=3,p=4$syntheticHashPlaceholder",LCpl,ed82aaa1-b6c5-42fa-976e-527762feba75,fa0fbe22-6606-4f1b-8b64-eb7c47e1f1da,True,2025-07-05
1b46092e-f7a5-417a-a6a4-54dad586e61f,SN-100050,,"$argon2id$v=19$m=65536,t=3,p=4$syntheticHashPlaceholder",WO2,78c97399-a1cc-41aa-befa-be08dfbf02c5,f8e47fda-cd0f-409d-b8f7-0cccc826bee5,True,2025-07-05
